Unnamed: 0,Code,Job Title,Keywords,Description
,8112.07,"Stone Sawyer, Machine","machine, sawyer, stone","A Stone sawyer, machine is responsible for tasks related to stone sawyer, machine, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8112.08,"Stone Cutter, Machine","cutter, machine, stone","A Stone cutter, machine is responsible for tasks related to stone cutter, machine, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8112.09,"Stone Polisher, Machine","machine, polisher, stone","A Stone polisher, machine is responsible for tasks related to stone polisher, machine, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8112.1,"Pipe Machineman, Stoneware","machineman, pipe, stoneware","A Pipe machineman, stoneware is responsible for tasks related to pipe machineman, stoneware, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8112.11,"Thread Cutting Machine Operator, 
Stoneware","cutting, machine, operator, stoneware, thread","A Thread cutting machine operator, 
stoneware is responsible for tasks related to thread cutting machine operator, 
stoneware, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8112.12,Cone Operator (Mine & Quarry),"cone, operator, quarry","A Cone operator (mine & quarry) is responsible for tasks related to cone operator (mine & quarry), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8112.99,"Mineral and Stone Processing Plant 
Operators, Other","mineral, operators, plant, processing, stone","A Mineral and stone processing plant 
operators, other is responsible for tasks related to mineral and stone processing plant 
operators, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,8113.0,"Well Drillers and Borers and Related 
Workers","borers, drillers, related, workers","A Well drillers and borers and related 
workers is responsible for tasks related to well drillers and borers and related 
workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.01,"Well Drillers, Petroleum and Gas","drillers, gas, petroleum","A Well drillers, petroleum and gas is responsible for tasks related to well drillers, petroleum and gas, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.02,Derrickman,derrickman,"A Derrickman is responsible for tasks related to derrickman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.03,Mudman,mudman,"A Mudman is responsible for tasks related to mudman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.04,Cementer,cementer,"A Cementer is responsible for tasks related to cementer, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.05,Well Puller,puller,"A Well puller is responsible for tasks related to well puller, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.06,Scaperman,scaperman,"A Scaperman is responsible for tasks related to scaperman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.07,Gauger,gauger,"A Gauger is responsible for tasks related to gauger, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.08,"Well Driller, Machine (Other than 
Petroleum and Gas)","driller, gas, machine, petroleum","A Well driller, machine (other than 
petroleum and gas) is responsible for tasks related to well driller, machine (other than 
petroleum and gas), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8113.99,"Well Drillers and Borers and Related 
Workers, Other","borers, drillers, related, workers","A Well drillers and borers and related 
workers, other is responsible for tasks related to well drillers and borers and related 
workers, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,8114.0,"Cement, Stone and Other Mineral Products","cement, mineral, products, stone","A Cement, stone and other mineral products is responsible for tasks related to cement, stone and other mineral products, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,,Machine Operators,"machine, operators","A Machine operators is responsible for tasks related to machine operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.01,Polishing Machine Operator (Mosaic),"machine, mosaic, operator, polishing","A Polishing machine operator (mosaic) is responsible for tasks related to polishing machine operator (mosaic), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.02,"Batching and Mixing Plant Operator 
(Construction)","batching, construction, mixing, operator, plant","A Batching and mixing plant operator 
(construction) is responsible for tasks related to batching and mixing plant operator 
(construction), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.03,Concrete Mixer Operator,"concrete, mixer, operator","A Concrete mixer operator is responsible for tasks related to concrete mixer operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.05,Cast Stone Maker,"cast, maker, stone","A Cast stone maker is responsible for tasks related to cast stone maker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.06,Lead Brush Maker (Abrasive Wheel),"abrasive, brush, lead, maker, wheel","A Lead brush maker (abrasive wheel) is responsible for tasks related to lead brush maker (abrasive wheel), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.07,Fettler (Brick & Tile),"brick, fettler, tile","A Fettler (brick & tile) is responsible for tasks related to fettler (brick & tile), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8114.99,"Cement and Other Mineral Products 
Machine Operators, Other","cement, machine, mineral, operators, products","A Cement and other mineral products 
machine operators, other is responsible for tasks related to cement and other mineral products 
machine operators, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,812.0,"Metal Processing and Finishing Plant 
Operators","finishing, metal, operators, plant, processing","A Metal processing and finishing plant 
operators is responsible for tasks related to metal processing and finishing plant 
operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,8121.0,Metal Processing Plant Operators,"metal, operators, plant, processing","A Metal processing plant operators is responsible for tasks related to metal processing plant operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.03,"Larry Car Driver, Furnace","car, delivery, driver, furnace, larry, logistics, transport, vehicle","A Larry car driver, furnace is responsible for tasks related to larry car driver, furnace, typically working in transportation and logistics, ensuring accuracy, performance, and compliance."
,8121.23,"Shearing and Upcoiler Operator (Non-
Ferrous Metal)/Coil Operator","ferrous, metalcoil, non, operator, shearing, upcoiler","A Shearing and upcoiler operator (non-
ferrous metal)/coil operator is responsible for tasks related to shearing and upcoiler operator (non-
ferrous metal)/coil operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.24,"Flattening Machine and Flying Shear 
Operator (Non-Ferrous Metal)","flattening, flying, machine, metal, nonferrous, operator, shear","A Flattening machine and flying shear 
operator (non-ferrous metal) is responsible for tasks related to flattening machine and flying shear 
operator (non-ferrous metal), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.25,"Slitting Machine Operator (Non-Ferrous 
Metal)","machine, metal, nonferrous, operator, slitting","A Slitting machine operator (non-ferrous 
metal) is responsible for tasks related to slitting machine operator (non-ferrous 
metal), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.27,"Roller, Second Hand, Strip Mill (Non-Ferrous 
Metal)","hand, metal, nonferrous, roller, second, strip","A Roller, second hand, strip mill (non-ferrous 
metal) is responsible for tasks related to roller, second hand, strip mill (non-ferrous 
metal), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.3,"Charger, Reveraberatory, Pulverised Coal 
Fired/Reverberatory Furnace Operator","charger, coal, firedreverberatory, furnace, operator, pulverised, reveraberatory","A Charger, reveraberatory, pulverised coal 
fired/reverberatory furnace operator is responsible for tasks related to charger, reveraberatory, pulverised coal 
fired/reverberatory furnace operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.31,"Melter Reveraberatory – Furnace, 
Pulverised Coal Fired/Reverberatory 
Furnace Operator","coal, firedreverberatory, furnace, melter, operator, pulverised, reveraberatory","A Melter reveraberatory – furnace, 
pulverised coal fired/reverberatory 
furnace operator is responsible for tasks related to melter reveraberatory – furnace, 
pulverised coal fired/reverberatory 
furnace operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.33,Slag Flusher,"flusher, slag","A Slag flusher is responsible for tasks related to slag flusher, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.3301,Casting or Foundry Assistant/Helper,"assistanthelper, casting, foundry","A Casting or foundry assistant/helper is responsible for tasks related to casting or foundry assistant/helper, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.3701,Heat Treating Furnace Operator,"furnace, heat, operator, treating","A Heat treating furnace operator is responsible for tasks related to heat treating furnace operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.3801,Assistant Casting Technician,"assistant, casting, technician","A Assistant casting technician is responsible for tasks related to assistant casting technician, typically working in technical operations and engineering, ensuring accuracy, performance, and compliance."
,8121.42,Die Casting Machine Operator,"casting, die, machine, operator","A Die casting machine operator is responsible for tasks related to die casting machine operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.4201,Pressure Die Casting (PDC) Operator,"casting, die, operator, pdc, pressure","A Pressure die casting (pdc) operator is responsible for tasks related to pressure die casting (pdc) operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.43,"Casting Machine Operator (Non-Ferrous 
Metal)","casting, machine, metal, nonferrous, operator","A Casting machine operator (non-ferrous 
metal) is responsible for tasks related to casting machine operator (non-ferrous 
metal), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.44,"Casting – Operator Helper (Non-Ferrous 
Metal)","casting, helper, metal, nonferrous, operator","A Casting – operator helper (non-ferrous 
metal) is responsible for tasks related to casting – operator helper (non-ferrous 
metal), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.45,Spun Pipe Machine Operator,"machine, operator, pipe, spun","A Spun pipe machine operator is responsible for tasks related to spun pipe machine operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.46,"Core Maker, Machine","core, machine, maker","A Core maker, machine is responsible for tasks related to core maker, machine, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.47,"Annealer, Metal","annealer, metal","A Annealer, metal is responsible for tasks related to annealer, metal, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.48,"Hardener, Metal","hardener, metal","A Hardener, metal is responsible for tasks related to hardener, metal, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.49,"Temperer, Metal","metal, temperer","A Temperer, metal is responsible for tasks related to temperer, metal, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.52,"Looper, Metal Drawing","drawing, looper, metal","A Looper, metal drawing is responsible for tasks related to looper, metal drawing, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.55,Seamless Pipe and Tube Drawers,"drawers, pipe, seamless, tube","A Seamless pipe and tube drawers is responsible for tasks related to seamless pipe and tube drawers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.56,Extrusion Press Operator,"extrusion, operator, press","A Extrusion press operator is responsible for tasks related to extrusion press operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.58,Metal Drawing Operatives,"drawing, metal, operatives","A Metal drawing operatives is responsible for tasks related to metal drawing operatives, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8121.99,"Metal Processing Plant Operators, Other","metal, operators, plant, processing","A Metal processing plant operators, other is responsible for tasks related to metal processing plant operators, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,8122.0,"Metal Finishing, Plating and Coating 
Machine Operators","coating, finishing, machine, metal, operators, plating","A Metal finishing, plating and coating 
machine operators is responsible for tasks related to metal finishing, plating and coating 
machine operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.01,Electroplater,electroplater,"A Electroplater is responsible for tasks related to electroplater, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.0101,Surface Treatment Technician,"surface, technician, treatment","A Surface treatment technician is responsible for tasks related to surface treatment technician, typically working in technical operations and engineering, ensuring accuracy, performance, and compliance."
,8122.2,"Enameller, Chemical","chemical, enameller","A Enameller, chemical is responsible for tasks related to enameller, chemical, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.3,Reeling Machine Operator,"machine, operator, reeling","A Reeling machine operator is responsible for tasks related to reeling machine operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.35,"Galvanizer/Operator – Electroplating, 
Galvanising","electroplating, galvanising, galvanizeroperator","A Galvanizer/operator – electroplating, 
galvanising is responsible for tasks related to galvanizer/operator – electroplating, 
galvanising, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.55,Metal Sprayer,"metal, sprayer","A Metal sprayer is responsible for tasks related to metal sprayer, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.6,"Sample Checker, Metal Making","checker, making, metal, sample","A Sample checker, metal making is responsible for tasks related to sample checker, metal making, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.62,Shot Blaster,"blaster, shot","A Shot blaster is responsible for tasks related to shot blaster, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.67,Picker,picker,"A Picker is responsible for tasks related to picker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.69,"Hardness Tester, Metal","hardness, metal, tester","A Hardness tester, metal is responsible for tasks related to hardness tester, metal, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.7,"Speeder Machine Operator (Abrasive 
Wheel)","abrasive, machine, operator, speeder, wheel","A Speeder machine operator (abrasive 
wheel) is responsible for tasks related to speeder machine operator (abrasive 
wheel), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.71,Sizing Machine Operator (Abrasive Wheel),"abrasive, machine, operator, sizing, wheel","A Sizing machine operator (abrasive wheel) is responsible for tasks related to sizing machine operator (abrasive wheel), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.72,Abrasive Coated Cloth and Papermaker,"abrasive, cloth, coated, papermaker","A Abrasive coated cloth and papermaker is responsible for tasks related to abrasive coated cloth and papermaker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.73,Skiving Machine Operator (Abrasive),"abrasive, machine, operator, skiving","A Skiving machine operator (abrasive) is responsible for tasks related to skiving machine operator (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.74,Belt Press Operator (Abrasive),"abrasive, belt, operator, press","A Belt press operator (abrasive) is responsible for tasks related to belt press operator (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.75,Roll Winding Machine Operator (Abrasive),"abrasive, machine, operator, roll, winding","A Roll winding machine operator (abrasive) is responsible for tasks related to roll winding machine operator (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.76,Sheet Cutter (Abrasive),"abrasive, cutter, sheet","A Sheet cutter (abrasive) is responsible for tasks related to sheet cutter (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.77,Slitting Machine Operator (Abrasive),"abrasive, machine, operator, slitting","A Slitting machine operator (abrasive) is responsible for tasks related to slitting machine operator (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.78,Clicker Press Operator (Abrasive),"abrasive, clicker, operator, press","A Clicker press operator (abrasive) is responsible for tasks related to clicker press operator (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.79,Splint Feeder (Match),"feeder, match, splint","A Splint feeder (match) is responsible for tasks related to splint feeder (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.8,Splint Drying Chamberman (Match),"chamberman, drying, match, splint","A Splint drying chamberman (match) is responsible for tasks related to splint drying chamberman (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.81,Levelling Machine Attendant (Match),"attendant, levelling, machine, match","A Levelling machine attendant (match) is responsible for tasks related to levelling machine attendant (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8122.99,"Metal Finishing, Plating and Coating 
Machine Operators, Other","coating, finishing, machine, metal, operators, plating","A Metal finishing, plating and coating 
machine operators, other is responsible for tasks related to metal finishing, plating and coating 
machine operators, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,813.0,"Chemical and Photographic Products Plant 
and Machine Operators","chemical, machine, operators, photographic, plant, products","A Chemical and photographic products plant 
and machine operators is responsible for tasks related to chemical and photographic products plant 
and machine operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,8131.0,"Chemical Products Plant and Machine 
Operators","chemical, machine, operators, plant, products","A Chemical products plant and machine 
operators is responsible for tasks related to chemical products plant and machine 
operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.01,"Crusher Operator, Chemical","chemical, crusher, operator","A Crusher operator, chemical is responsible for tasks related to crusher operator, chemical, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.02,Miller/Mill Operator (Chemical),"chemical, millermill, operator","A Miller/mill operator (chemical) is responsible for tasks related to miller/mill operator (chemical), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.03,"Pulveriser Operator, Chemical","chemical, operator, pulveriser","A Pulveriser operator, chemical is responsible for tasks related to pulveriser operator, chemical, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.04,Mixing Machineman Attendant (Chemical),"attendant, chemical, machineman, mixing","A Mixing machineman attendant (chemical) is responsible for tasks related to mixing machineman attendant (chemical), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.05,Compounding Man (Match),"compounding, man, match","A Compounding man (match) is responsible for tasks related to compounding man (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.08,"Sieving Machine Attendant, Chemical","attendant, chemical, machine, sieving","A Sieving machine attendant, chemical is responsible for tasks related to sieving machine attendant, chemical, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.09,Grading Machine Attendant (Abrasive),"abrasive, attendant, grading, machine","A Grading machine attendant (abrasive) is responsible for tasks related to grading machine attendant (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.14,"Drying Chamber Attendant 
(Drugs)/Chamber Operators","attendant, chamber, drugschamber, drying, operators","A Drying chamber attendant 
(drugs)/chamber operators is responsible for tasks related to drying chamber attendant 
(drugs)/chamber operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.15,"Drying Chamber Attendant (Match 
Boxes)/Chamber Operators","attendant, boxeschamber, chamber, drying, match, operators","A Drying chamber attendant (match 
boxes)/chamber operators is responsible for tasks related to drying chamber attendant (match 
boxes)/chamber operators, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.17,Size Maker (Abrasive),"abrasive, maker, size","A Size maker (abrasive) is responsible for tasks related to size maker (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.18,Paste Maker,"maker, paste","A Paste maker is responsible for tasks related to paste maker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.21,"Ammonia Operator/Ammonia Plant 
Operator","ammonia, operator, operatorammonia, plant","A Ammonia operator/ammonia plant 
operator is responsible for tasks related to ammonia operator/ammonia plant 
operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.22,Heat Treater,"heat, treater","A Heat treater is responsible for tasks related to heat treater, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.23,Filter Press Operator,"filter, operator, press","A Filter press operator is responsible for tasks related to filter press operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.24,Filter Press Operator (Ceramics),"ceramics, filter, operator, press","A Filter press operator (ceramics) is responsible for tasks related to filter press operator (ceramics), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.25,"Strainer, Liquid","liquid, strainer","A Strainer, liquid is responsible for tasks related to strainer, liquid, typically working in education and learning environments, ensuring accuracy, performance, and compliance."
,8131.26,Box Filtration Operator,"box, filtration, operator","A Box filtration operator is responsible for tasks related to box filtration operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.27,Hydro Extractor Operator,"extractor, hydro, operator","A Hydro extractor operator is responsible for tasks related to hydro extractor operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.28,Crude Oil Treater (Oil Field),"crude, field, oil, treater","A Crude oil treater (oil field) is responsible for tasks related to crude oil treater (oil field), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.29,Gauger (Cement),"cement, gauger","A Gauger (cement) is responsible for tasks related to gauger (cement), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.3,Disc Operator (Abrasive),"abrasive, disc, operator","A Disc operator (abrasive) is responsible for tasks related to disc operator (abrasive), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.31,Crude Oil Treater (Petrol & Gas),"crude, gas, oil, petrol, treater","A Crude oil treater (petrol & gas) is responsible for tasks related to crude oil treater (petrol & gas), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.32,Brine Maker (Chemical),"brine, chemical, maker","A Brine maker (chemical) is responsible for tasks related to brine maker (chemical), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.3501,Autoclave Operator,"autoclave, operator","A Autoclave operator is responsible for tasks related to autoclave operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.36,Evaporator Operator,"evaporator, operator","A Evaporator operator is responsible for tasks related to evaporator operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.37,Reactor Convertor Operator,"convertor, operator, reactor","A Reactor convertor operator is responsible for tasks related to reactor convertor operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.38,Converter Operator (Grain Feed Mills),"converter, feed, grain, mills, operator","A Converter operator (grain feed mills) is responsible for tasks related to converter operator (grain feed mills), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.39,Distiller (Chemical),"chemical, distiller","A Distiller (chemical) is responsible for tasks related to distiller (chemical), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.4,"Continuous Machine Operator (Match Box 
Manufacturing)","box, continuous, machine, manufacturing, match, operator","A Continuous machine operator (match box 
manufacturing) is responsible for tasks related to continuous machine operator (match box 
manufacturing), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.41,Receiver (Match),"match, receiver","A Receiver (match) is responsible for tasks related to receiver (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.42,Box Making Machine Operator (Match),"box, machine, making, match, operator","A Box making machine operator (match) is responsible for tasks related to box making machine operator (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.43,Box Filling Machine Operator (Match),"box, filling, machine, match, operator","A Box filling machine operator (match) is responsible for tasks related to box filling machine operator (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.44,Friction Machine Operator (Match),"friction, machine, match, operator","A Friction machine operator (match) is responsible for tasks related to friction machine operator (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.45,Box Closing Machine Operator (Match),"box, closing, machine, match, operator","A Box closing machine operator (match) is responsible for tasks related to box closing machine operator (match), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.46,Bandroll and Labelling Machine Operator,"bandroll, labelling, machine, operator","A Bandroll and labelling machine operator is responsible for tasks related to bandroll and labelling machine operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.49,"Coke Oven Operator, Controller","coke, controller, operator, oven","A Coke oven operator, controller is responsible for tasks related to coke oven operator, controller, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.56,"Charcoal Burner, Beehive Kiln (Chemical)","beehive, burner, charcoal, chemical, kiln","A Charcoal burner, beehive kiln (chemical) is responsible for tasks related to charcoal burner, beehive kiln (chemical), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.58,Producer Gas Plant Operator,"gas, operator, plant, producer","A Producer gas plant operator is responsible for tasks related to producer gas plant operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.59,"Bale Cutter Operator, Rubber","bale, cutter, operator, rubber","A Bale cutter operator, rubber is responsible for tasks related to bale cutter operator, rubber, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.6,"Masticator, Rubber","masticator, rubber","A Masticator, rubber is responsible for tasks related to masticator, rubber, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.61,Straining Operator (Rubber Reclaim),"operator, reclaim, rubber, straining","A Straining operator (rubber reclaim) is responsible for tasks related to straining operator (rubber reclaim), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.62,"Mixer, Rubber/Mill Operator","mixer, operator, rubbermill","A Mixer, rubber/mill operator is responsible for tasks related to mixer, rubber/mill operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.63,"Solution and Dough Making, Operator, 
Rubber","dough, making, operator, rubber, solution","A Solution and dough making, operator, 
rubber is responsible for tasks related to solution and dough making, operator, 
rubber, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.64,Synthetic Fibre Maker,"fibre, maker, synthetic","A Synthetic fibre maker is responsible for tasks related to synthetic fibre maker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.65,"Refining Machine Operator (Oils and 
Fats)/Oil and Fat Plant Operator","fat, fatsoil, machine, oils, operator, plant, refining","A Refining machine operator (oils and 
fats)/oil and fat plant operator is responsible for tasks related to refining machine operator (oils and 
fats)/oil and fat plant operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.66,"Hydrogenation Operator (Oil & Fats)/Oil 
and Fat Plant Operator","fat, fatsoil, hydrogenation, oil, operator, plant","A Hydrogenation operator (oil & fats)/oil 
and fat plant operator is responsible for tasks related to hydrogenation operator (oil & fats)/oil 
and fat plant operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.67,Deodorizer,deodorizer,"A Deodorizer is responsible for tasks related to deodorizer, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.68,Crystallisation Attendant,"attendant, crystallisation","A Crystallisation attendant is responsible for tasks related to crystallisation attendant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.7,Tablet Machine Operator,"machine, operator, tablet","A Tablet machine operator is responsible for tasks related to tablet machine operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.71,Tablet Coater,"coater, tablet","A Tablet coater is responsible for tasks related to tablet coater, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.72,Ampoule Machine/Plant Operator,"ampoule, machineplant, operator","A Ampoule machine/plant operator is responsible for tasks related to ampoule machine/plant operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.75,M.B. Tester,"mb, tester","A M.b. tester is responsible for tasks related to m.b. tester, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.76,"Optical Examiner, Ampoules","ampoules, examiner, optical","A Optical examiner, ampoules is responsible for tasks related to optical examiner, ampoules, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.77,Acid Plant Operator,"acid, operator, plant","A Acid plant operator is responsible for tasks related to acid plant operator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.78,Sulphur Burner,"burner, sulphur","A Sulphur burner is responsible for tasks related to sulphur burner, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.8,Acid Concentrator,"acid, concentrator","A Acid concentrator is responsible for tasks related to acid concentrator, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.81,"Acid Worker, Other","acid, worker","A Acid worker, other is responsible for tasks related to acid worker, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,8131.82,"Cell Room Attendant, Chemical","attendant, cell, chemical, room","A Cell room attendant, chemical is responsible for tasks related to cell room attendant, chemical, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
